studentID,name,birthDate,address,schoolCode,"P5_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)","P6_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)",applicationID,choicePartB (Top 3 Choices)
KT2025334,Benjamin Martinez,01/03/2013,91 Yau Tong Bay,KTPS005,"96,74,10,63,84,58,26","93,22,10,92,83,51,31",APP2025334,"KTSS019,KTSS006,KTSS014,KTSS004,KTSS001,KTSS011,KTSS020,KTSS005,KTSS017,KTSS018,KTSS016,KTSS012,KTSS010,KTSS007,KTSS008,KTSS009,KTSS002,KTSS003,KTSS013,KTSS015"
KT2025335,Olivia Johnson,10/25/2013,83 Lam Tin Road,KTPS014,"64,81,90,51,11,25,49","1,13,70,98,0,10,31",APP2025335,"KTSS008,KTSS010,KTSS006,KTSS017,KTSS005,KTSS003,KTSS007,KTSS014,KTSS012,KTSS018,KTSS002,KTSS020,KTSS009,KTSS016,KTSS019,KTSS013,KTSS015,KTSS001,KTSS011,KTSS004"
KT2025336,Harper Williams,02/21/2013,41 Lei Yue Mun,KTPS015,"79,54,61,26,15,8,37","81,99,6,9,81,20,64",APP2025336,"KTSS018,KTSS017,KTSS005,KTSS003,KTSS001,KTSS010,KTSS008,KTSS015,KTSS014,KTSS009,KTSS020,KTSS002,KTSS011,KTSS012,KTSS016,KTSS013,KTSS006,KTSS004,KTSS007,KTSS019"
KT2025337,John Williams,11/09/2013,65 Kwun Tong Rd,KTPS019,"36,52,69,88,10,67,59","10,8,43,88,85,68,10",APP2025337,"KTSS008,KTSS007,KTSS018,KTSS003,KTSS013,KTSS012,KTSS014,KTSS019,KTSS015,KTSS001,KTSS017,KTSS020,KTSS005,KTSS011,KTSS006,KTSS010,KTSS004,KTSS016,KTSS009,KTSS002"
KT2025338,John Garcia,08/09/2013,20 Tsui Ping Rd,KTPS007,"41,40,77,94,1,27,66","4,7,88,63,68,82,98",APP2025338,"KTSS012,KTSS003,KTSS016,KTSS017,KTSS002,KTSS010,KTSS014,KTSS005,KTSS006,KTSS008,KTSS015,KTSS007,KTSS001,KTSS019,KTSS013,KTSS018,KTSS004,KTSS020,KTSS011,KTSS009"
KT2025339,Olivia Garcia,03/14/2013,22 Lam Tin Road,KTPS001,"58,51,35,32,97,66,100","21,9,93,9,99,26,89",APP2025339,"KTSS019,KTSS002,KTSS001,KTSS014,KTSS012,KTSS009,KTSS010,KTSS017,KTSS007,KTSS005,KTSS003,KTSS006,KTSS016,KTSS004,KTSS018,KTSS020,KTSS011,KTSS013,KTSS015,KTSS008"
KT2025340,Sarah Jones,02/17/2013,83 Kwun Tong Rd,KTPS017,"6,33,0,94,25,34,88","54,49,7,40,37,18,17",APP2025340,"KTSS015,KTSS017,KTSS020,KTSS018,KTSS016,KTSS011,KTSS002,KTSS009,KTSS005,KTSS006,KTSS007,KTSS003,KTSS010,KTSS013,KTSS001,KTSS004,KTSS014,KTSS008,KTSS019,KTSS012"
KT2025341,James Brown,01/31/2013,94 Kwun Tong Rd,KTPS014,"37,38,18,85,72,13,49","67,34,23,74,8,11,96",APP2025341,"KTSS004,KTSS006,KTSS011,KTSS017,KTSS013,KTSS010,KTSS007,KTSS003,KTSS018,KTSS009,KTSS020,KTSS001,KTSS002,KTSS014,KTSS005,KTSS015,KTSS019,KTSS016,KTSS008,KTSS012"
KT2025342,Emily Davis,10/11/2013,74 Yau Tong Bay,KTPS003,"72,79,35,24,96,64,62","45,20,4,7,48,25,77",APP2025342,"KTSS011,KTSS017,KTSS018,KTSS020,KTSS001,KTSS019,KTSS003,KTSS008,KTSS015,KTSS014,KTSS007,KTSS016,KTSS012,KTSS004,KTSS013,KTSS005,KTSS002,KTSS009,KTSS010,KTSS006"
KT2025343,David Williams,09/04/2013,82 Yau Tong Bay,KTPS008,"34,45,21,49,4,37,98","79,18,19,21,42,21,65",APP2025343,"KTSS012,KTSS008,KTSS017,KTSS003,KTSS006,KTSS007,KTSS005,KTSS001,KTSS011,KTSS004,KTSS015,KTSS010,KTSS002,KTSS020,KTSS014,KTSS016,KTSS013,KTSS009,KTSS018,KTSS019"
KT2025344,Emily Smith,09/13/2013,79 Sau Mau Ping,KTPS006,"100,40,32,97,92,76,74","51,17,41,48,32,3,65",APP2025344,"KTSS008,KTSS014,KTSS010,KTSS002,KTSS018,KTSS005,KTSS019,KTSS015,KTSS017,KTSS006,KTSS012,KTSS001,KTSS003,KTSS013,KTSS007,KTSS011,KTSS004,KTSS016,KTSS020,KTSS009"
KT2025345,James Brown,11/15/2013,85 Lei Yue Mun,KTPS006,"66,84,62,84,73,86,60","60,47,71,30,42,46,51",APP2025345,"KTSS007,KTSS009,KTSS006,KTSS002,KTSS003,KTSS014,KTSS008,KTSS005,KTSS010,KTSS015,KTSS013,KTSS012,KTSS001,KTSS017,KTSS011,KTSS018,KTSS020,KTSS004,KTSS019,KTSS016"
KT2025346,Daniel Jackson,01/09/2013,71 Lei Yue Mun,KTPS003,"71,88,30,89,88,1,22","55,15,63,98,63,53,14",APP2025346,"KTSS018,KTSS002,KTSS010,KTSS008,KTSS007,KTSS019,KTSS011,KTSS003,KTSS013,KTSS020,KTSS006,KTSS009,KTSS005,KTSS017,KTSS015,KTSS014,KTSS012,KTSS004,KTSS016,KTSS001"
KT2025347,James Lopez,12/05/2013,9 Ngau Tau Kok Rd,KTPS012,"9,39,17,91,67,1,15","66,82,99,34,80,4,0",APP2025347,"KTSS001,KTSS019,KTSS007,KTSS002,KTSS012,KTSS008,KTSS018,KTSS013,KTSS014,KTSS005,KTSS004,KTSS009,KTSS017,KTSS016,KTSS015,KTSS011,KTSS003,KTSS020,KTSS010,KTSS006"
KT2025348,Mia Thomas,05/13/2013,80 Tsui Ping Rd,KTPS008,"29,56,91,52,56,59,15","100,97,83,28,46,11,44",APP2025348,"KTSS005,KTSS009,KTSS001,KTSS015,KTSS019,KTSS003,KTSS011,KTSS007,KTSS016,KTSS020,KTSS017,KTSS010,KTSS012,KTSS002,KTSS008,KTSS013,KTSS006,KTSS014,KTSS018,KTSS004"
KT2025349,Matthew Jones,05/26/2013,74 Hoi Yuen Road,KTPS019,"54,43,20,75,61,35,16","12,63,61,48,80,71,7",APP2025349,"KTSS011,KTSS003,KTSS018,KTSS016,KTSS005,KTSS017,KTSS009,KTSS001,KTSS014,KTSS002,KTSS012,KTSS019,KTSS007,KTSS004,KTSS015,KTSS010,KTSS020,KTSS008,KTSS006,KTSS013"
KT2025350,Daniel Martinez,04/28/2013,67 Ngau Tau Kok Rd,KTPS007,"1,12,87,18,93,9,66","22,35,57,20,66,85,49",APP2025350,"KTSS001,KTSS003,KTSS019,KTSS005,KTSS020,KTSS015,KTSS011,KTSS008,KTSS009,KTSS010,KTSS017,KTSS016,KTSS018,KTSS013,KTSS002,KTSS007,KTSS014,KTSS004,KTSS012,KTSS006"
KT2025351,Daniel Johnson,05/15/2013,24 Hoi Yuen Road,KTPS013,"93,11,5,17,41,96,35","44,97,38,43,54,71,49",APP2025351,"KTSS002,KTSS018,KTSS007,KTSS005,KTSS016,KTSS015,KTSS003,KTSS020,KTSS013,KTSS009,KTSS019,KTSS011,KTSS004,KTSS001,KTSS008,KTSS006,KTSS014,KTSS017,KTSS010,KTSS012"
KT2025352,Daniel Lopez,10/18/2013,60 Hoi Yuen Road,KTPS018,"95,3,30,11,98,50,49","82,48,69,42,55,94,46",APP2025352,"KTSS004,KTSS018,KTSS019,KTSS014,KTSS010,KTSS009,KTSS001,KTSS002,KTSS005,KTSS016,KTSS011,KTSS012,KTSS006,KTSS003,KTSS007,KTSS008,KTSS015,KTSS017,KTSS013,KTSS020"
KT2025353,Emily Thomas,09/08/2013,28 Lam Tin Road,KTPS004,"60,99,68,80,8,69,79","22,30,22,41,55,69,37",APP2025353,"KTSS010,KTSS017,KTSS006,KTSS001,KTSS014,KTSS020,KTSS004,KTSS003,KTSS011,KTSS019,KTSS016,KTSS009,KTSS007,KTSS013,KTSS018,KTSS002,KTSS005,KTSS012,KTSS008,KTSS015"
KT2025354,Ethan Smith,01/17/2013,99 Tsui Ping Rd,KTPS017,"11,22,29,52,24,37,30","5,25,26,99,23,28,39",APP2025354,"KTSS008,KTSS014,KTSS009,KTSS018,KTSS004,KTSS011,KTSS016,KTSS017,KTSS005,KTSS010,KTSS006,KTSS013,KTSS012,KTSS003,KTSS015,KTSS002,KTSS020,KTSS007,KTSS001,KTSS019"
KT2025355,Michael Johnson,01/27/2013,96 Kwun Tong Bypass,KTPS014,"35,90,25,82,92,18,68","84,86,17,100,94,67,39",APP2025355,"KTSS008,KTSS010,KTSS015,KTSS019,KTSS016,KTSS003,KTSS014,KTSS020,KTSS005,KTSS011,KTSS002,KTSS012,KTSS013,KTSS006,KTSS009,KTSS004,KTSS017,KTSS018,KTSS001,KTSS007"
KT2025356,James Jackson,04/28/2013,8 Tsui Ping Rd,KTPS014,"49,44,64,83,43,81,40","18,48,25,2,13,48,62",APP2025356,"KTSS001,KTSS018,KTSS004,KTSS011,KTSS017,KTSS016,KTSS014,KTSS010,KTSS008,KTSS015,KTSS002,KTSS009,KTSS019,KTSS020,KTSS007,KTSS013,KTSS005,KTSS012,KTSS006,KTSS003"
KT2025357,Matthew Brown,05/05/2013,10 Lei Yue Mun,KTPS016,"14,41,77,68,92,21,34","6,32,44,3,37,20,61",APP2025357,"KTSS007,KTSS017,KTSS010,KTSS012,KTSS016,KTSS015,KTSS020,KTSS006,KTSS002,KTSS004,KTSS019,KTSS013,KTSS008,KTSS018,KTSS005,KTSS011,KTSS003,KTSS001,KTSS014,KTSS009"
KT2025358,Mia Lopez,12/20/2013,12 Ngau Tau Kok Rd,KTPS002,"75,45,97,18,99,81,12","41,82,68,49,40,1,51",APP2025358,"KTSS013,KTSS015,KTSS006,KTSS012,KTSS019,KTSS009,KTSS003,KTSS017,KTSS001,KTSS004,KTSS016,KTSS018,KTSS005,KTSS002,KTSS010,KTSS014,KTSS008,KTSS011,KTSS007,KTSS020"
KT2025359,Amelia Hernandez,12/10/2013,6 Tsui Ping Rd,KTPS019,"49,48,87,69,71,68,34","14,88,49,61,40,23,98",APP2025359,"KTSS020,KTSS017,KTSS002,KTSS008,KTSS003,KTSS007,KTSS012,KTSS011,KTSS006,KTSS014,KTSS004,KTSS005,KTSS018,KTSS016,KTSS009,KTSS015,KTSS013,KTSS001,KTSS010,KTSS019"
KT2025360,Daniel Anderson,10/31/2013,38 Kowloon Bay,KTPS010,"9,77,88,60,51,11,8","29,4,63,8,15,62,36",APP2025360,"KTSS007,KTSS020,KTSS006,KTSS019,KTSS016,KTSS010,KTSS017,KTSS005,KTSS003,KTSS002,KTSS012,KTSS018,KTSS009,KTSS014,KTSS004,KTSS013,KTSS011,KTSS008,KTSS015,KTSS001"
KT2025361,Emily Davis,07/22/2013,41 Kowloon Bay,KTPS008,"57,84,55,36,33,98,95","39,91,29,59,94,42,77",APP2025361,"KTSS016,KTSS017,KTSS001,KTSS003,KTSS019,KTSS012,KTSS011,KTSS004,KTSS020,KTSS007,KTSS009,KTSS013,KTSS005,KTSS018,KTSS015,KTSS006,KTSS008,KTSS002,KTSS014,KTSS010"
KT2025362,Matthew Lopez,08/22/2013,41 Kowloon Bay,KTPS011,"8,89,69,38,63,85,93","34,24,29,38,13,61,49",APP2025362,"KTSS017,KTSS008,KTSS002,KTSS003,KTSS018,KTSS014,KTSS019,KTSS001,KTSS007,KTSS006,KTSS015,KTSS004,KTSS010,KTSS013,KTSS020,KTSS012,KTSS011,KTSS016,KTSS005,KTSS009"
KT2025363,Alexander Hernandez,06/30/2013,1 Sau Mau Ping,KTPS003,"0,93,84,43,62,28,36","11,52,9,99,58,76,65",APP2025363,"KTSS008,KTSS019,KTSS016,KTSS006,KTSS017,KTSS001,KTSS015,KTSS012,KTSS020,KTSS007,KTSS002,KTSS013,KTSS009,KTSS010,KTSS014,KTSS018,KTSS005,KTSS011,KTSS004,KTSS003"
KT2025364,Alexander Wilson,09/04/2013,94 Lam Tin Road,KTPS010,"82,79,3,8,7,16,3","78,41,29,16,28,50,38",APP2025364,"KTSS014,KTSS001,KTSS016,KTSS020,KTSS004,KTSS019,KTSS007,KTSS005,KTSS003,KTSS017,KTSS008,KTSS013,KTSS018,KTSS011,KTSS002,KTSS010,KTSS015,KTSS009,KTSS006,KTSS012"
KT2025365,Alexander Thomas,06/25/2013,6 Tsui Ping Rd,KTPS003,"57,80,83,94,98,84,80","66,34,70,51,41,75,84",APP2025365,"KTSS008,KTSS007,KTSS005,KTSS001,KTSS006,KTSS014,KTSS010,KTSS020,KTSS016,KTSS002,KTSS012,KTSS009,KTSS019,KTSS011,KTSS017,KTSS018,KTSS003,KTSS013,KTSS015,KTSS004"
KT2025366,Olivia Garcia,10/04/2013,69 Kwun Tong Rd,KTPS016,"6,59,32,60,46,77,50","21,82,40,47,57,21,84",APP2025366,"KTSS003,KTSS005,KTSS008,KTSS019,KTSS020,KTSS016,KTSS010,KTSS007,KTSS002,KTSS006,KTSS013,KTSS015,KTSS011,KTSS004,KTSS012,KTSS001,KTSS009,KTSS018,KTSS014,KTSS017"
KT2025367,Ethan Lopez,05/09/2013,49 Kowloon Bay,KTPS018,"5,99,9,88,41,97,42","20,99,84,45,89,49,7",APP2025367,"KTSS010,KTSS002,KTSS011,KTSS005,KTSS018,KTSS007,KTSS009,KTSS013,KTSS016,KTSS008,KTSS017,KTSS006,KTSS004,KTSS012,KTSS014,KTSS003,KTSS020,KTSS001,KTSS019,KTSS015"
KT2025368,Matthew Jones,02/22/2013,23 Sau Mau Ping,KTPS015,"80,63,11,39,48,34,55","92,5,6,41,9,87,18",APP2025368,"KTSS017,KTSS020,KTSS014,KTSS005,KTSS001,KTSS006,KTSS019,KTSS011,KTSS008,KTSS012,KTSS013,KTSS004,KTSS018,KTSS007,KTSS010,KTSS016,KTSS003,KTSS015,KTSS009,KTSS002"
KT2025369,John Jackson,01/15/2013,50 Yau Tong Bay,KTPS002,"65,18,62,29,17,48,53","8,15,91,7,12,5,9",APP2025369,"KTSS013,KTSS020,KTSS017,KTSS005,KTSS011,KTSS002,KTSS008,KTSS012,KTSS009,KTSS018,KTSS001,KTSS016,KTSS010,KTSS007,KTSS015,KTSS003,KTSS006,KTSS019,KTSS004,KTSS014"
KT2025370,Harper Taylor,09/03/2013,81 Kwun Tong Rd,KTPS017,"62,18,44,32,10,46,73","11,89,37,7,3,85,57",APP2025370,"KTSS004,KTSS010,KTSS012,KTSS013,KTSS011,KTSS005,KTSS014,KTSS015,KTSS007,KTSS020,KTSS002,KTSS006,KTSS001,KTSS019,KTSS018,KTSS003,KTSS016,KTSS008,KTSS009,KTSS017"
KT2025371,Isabella Smith,02/22/2013,45 Tsui Ping Rd,KTPS015,"53,86,1,24,12,77,80","47,53,37,63,91,40,61",APP2025371,"KTSS004,KTSS018,KTSS006,KTSS005,KTSS014,KTSS011,KTSS007,KTSS020,KTSS010,KTSS017,KTSS009,KTSS015,KTSS003,KTSS013,KTSS016,KTSS012,KTSS001,KTSS019,KTSS002,KTSS008"
KT2025372,Amelia Moore,12/20/2013,16 Lei Yue Mun,KTPS002,"10,31,82,16,97,83,72","25,23,78,67,2,4,79",APP2025372,"KTSS018,KTSS016,KTSS002,KTSS007,KTSS012,KTSS008,KTSS020,KTSS006,KTSS014,KTSS011,KTSS010,KTSS003,KTSS004,KTSS015,KTSS001,KTSS013,KTSS017,KTSS009,KTSS005,KTSS019"
KT2025373,Sarah Williams,11/20/2013,34 Ngau Tau Kok Rd,KTPS014,"51,49,52,70,40,57,20","72,74,42,97,24,46,79",APP2025373,"KTSS007,KTSS005,KTSS002,KTSS018,KTSS006,KTSS014,KTSS010,KTSS020,KTSS015,KTSS008,KTSS001,KTSS017,KTSS012,KTSS013,KTSS009,KTSS003,KTSS011,KTSS004,KTSS019,KTSS016"
KT2025374,Mia Anderson,05/19/2013,27 Kowloon Bay,KTPS004,"82,32,96,14,15,2,28","81,94,13,74,34,28,32",APP2025374,"KTSS017,KTSS019,KTSS018,KTSS007,KTSS001,KTSS009,KTSS003,KTSS020,KTSS014,KTSS010,KTSS005,KTSS008,KTSS012,KTSS006,KTSS002,KTSS016,KTSS013,KTSS004,KTSS015,KTSS011"
KT2025375,Emily Lopez,04/18/2013,72 Kowloon Bay,KTPS014,"32,47,10,63,64,60,15","6,34,83,79,98,64,3",APP2025375,"KTSS003,KTSS008,KTSS011,KTSS010,KTSS016,KTSS007,KTSS018,KTSS015,KTSS012,KTSS013,KTSS005,KTSS009,KTSS006,KTSS002,KTSS001,KTSS014,KTSS004,KTSS019,KTSS017,KTSS020"
KT2025376,Michael Anderson,12/09/2013,6 Tsui Ping Rd,KTPS020,"25,60,95,81,95,18,53","72,25,79,50,25,72,27",APP2025376,"KTSS002,KTSS013,KTSS016,KTSS020,KTSS005,KTSS014,KTSS008,KTSS010,KTSS006,KTSS015,KTSS009,KTSS012,KTSS004,KTSS003,KTSS019,KTSS017,KTSS007,KTSS011,KTSS018,KTSS001"
KT2025377,William Wilson,03/02/2013,10 Kowloon Bay,KTPS008,"92,61,43,40,70,68,17","57,51,80,21,47,3,91",APP2025377,"KTSS008,KTSS020,KTSS002,KTSS004,KTSS005,KTSS001,KTSS011,KTSS007,KTSS009,KTSS003,KTSS006,KTSS017,KTSS015,KTSS012,KTSS018,KTSS010,KTSS013,KTSS019,KTSS016,KTSS014"
KT2025378,James Gonzalez,02/25/2013,10 Lam Tin Road,KTPS020,"40,16,90,37,82,96,4","19,20,45,13,31,56,20",APP2025378,"KTSS010,KTSS007,KTSS015,KTSS018,KTSS002,KTSS016,KTSS011,KTSS008,KTSS012,KTSS001,KTSS017,KTSS014,KTSS009,KTSS013,KTSS020,KTSS006,KTSS004,KTSS003,KTSS019,KTSS005"
KT2025379,William Brown,02/25/2013,39 Tsui Ping Rd,KTPS008,"39,67,41,7,73,23,93","96,56,24,76,50,54,24",APP2025379,"KTSS011,KTSS008,KTSS012,KTSS002,KTSS003,KTSS015,KTSS005,KTSS009,KTSS017,KTSS016,KTSS020,KTSS018,KTSS019,KTSS007,KTSS013,KTSS010,KTSS006,KTSS001,KTSS014,KTSS004"
KT2025380,Harper Smith,03/24/2013,41 Hoi Yuen Road,KTPS006,"38,24,70,4,41,20,92","78,78,84,52,12,72,31",APP2025380,"KTSS017,KTSS007,KTSS014,KTSS011,KTSS004,KTSS015,KTSS020,KTSS016,KTSS003,KTSS002,KTSS010,KTSS018,KTSS009,KTSS008,KTSS012,KTSS001,KTSS005,KTSS006,KTSS013,KTSS019"
KT2025381,David Moore,02/14/2013,76 Kowloon Bay,KTPS007,"56,64,67,38,19,22,7","51,3,2,43,58,15,58",APP2025381,"KTSS019,KTSS020,KTSS014,KTSS005,KTSS015,KTSS002,KTSS012,KTSS016,KTSS008,KTSS004,KTSS001,KTSS018,KTSS017,KTSS013,KTSS006,KTSS007,KTSS009,KTSS011,KTSS010,KTSS003"
KT2025382,Mary Johnson,12/05/2013,24 Kowloon Bay,KTPS017,"83,66,36,45,52,85,50","81,52,27,92,28,11,33",APP2025382,"KTSS015,KTSS014,KTSS009,KTSS011,KTSS006,KTSS003,KTSS019,KTSS018,KTSS012,KTSS005,KTSS002,KTSS013,KTSS004,KTSS008,KTSS010,KTSS016,KTSS007,KTSS020,KTSS001,KTSS017"
KT2025383,Matthew Martin,09/06/2013,92 Kwun Tong Rd,KTPS016,"54,88,47,48,28,5,91","9,71,58,49,71,42,75",APP2025383,"KTSS001,KTSS008,KTSS006,KTSS018,KTSS019,KTSS007,KTSS017,KTSS015,KTSS005,KTSS009,KTSS013,KTSS020,KTSS003,KTSS012,KTSS004,KTSS016,KTSS011,KTSS014,KTSS002,KTSS010"
KT2025384,Michael Johnson,09/27/2013,21 Hoi Yuen Road,KTPS017,"84,84,95,20,95,81,10","91,25,44,69,11,39,64",APP2025384,"KTSS011,KTSS001,KTSS015,KTSS020,KTSS002,KTSS005,KTSS019,KTSS008,KTSS018,KTSS014,KTSS004,KTSS003,KTSS009,KTSS007,KTSS010,KTSS013,KTSS006,KTSS016,KTSS012,KTSS017"
KT2025385,Emily Davis,08/01/2013,59 Yau Tong Bay,KTPS004,"92,88,99,41,0,96,53","17,77,34,97,82,35,77",APP2025385,"KTSS020,KTSS008,KTSS012,KTSS004,KTSS007,KTSS018,KTSS010,KTSS005,KTSS009,KTSS015,KTSS003,KTSS013,KTSS002,KTSS014,KTSS006,KTSS016,KTSS019,KTSS001,KTSS011,KTSS017"
KT2025386,Mia Smith,01/12/2013,14 Ngau Tau Kok Rd,KTPS009,"23,97,80,46,98,95,70","77,99,14,22,62,68,68",APP2025386,"KTSS017,KTSS004,KTSS012,KTSS013,KTSS002,KTSS019,KTSS018,KTSS015,KTSS011,KTSS020,KTSS006,KTSS007,KTSS010,KTSS001,KTSS009,KTSS008,KTSS016,KTSS014,KTSS005,KTSS003"
KT2025387,Harper Thomas,11/09/2013,73 Kwun Tong Bypass,KTPS012,"42,66,40,91,81,75,73","38,52,44,49,72,80,0",APP2025387,"KTSS018,KTSS015,KTSS011,KTSS004,KTSS010,KTSS016,KTSS012,KTSS006,KTSS017,KTSS020,KTSS005,KTSS003,KTSS013,KTSS008,KTSS009,KTSS007,KTSS002,KTSS001,KTSS014,KTSS019"
KT2025388,Mary Miller,02/19/2013,59 Yau Tong Bay,KTPS017,"5,63,79,4,0,52,90","5,9,41,89,86,4,43",APP2025388,"KTSS010,KTSS005,KTSS019,KTSS003,KTSS004,KTSS014,KTSS002,KTSS009,KTSS011,KTSS013,KTSS008,KTSS012,KTSS020,KTSS001,KTSS017,KTSS007,KTSS006,KTSS018,KTSS016,KTSS015"
KT2025389,Mia Taylor,04/12/2013,82 Yau Tong Bay,KTPS008,"39,76,26,70,79,86,30","3,81,82,38,6,8,36",APP2025389,"KTSS014,KTSS004,KTSS012,KTSS005,KTSS015,KTSS016,KTSS001,KTSS018,KTSS011,KTSS017,KTSS020,KTSS008,KTSS007,KTSS002,KTSS003,KTSS009,KTSS019,KTSS006,KTSS010,KTSS013"
KT2025390,David Wilson,08/21/2013,99 Hoi Yuen Road,KTPS016,"39,16,97,16,28,75,95","76,55,31,49,73,98,12",APP2025390,"KTSS014,KTSS007,KTSS008,KTSS015,KTSS013,KTSS017,KTSS019,KTSS012,KTSS005,KTSS004,KTSS009,KTSS002,KTSS001,KTSS020,KTSS018,KTSS016,KTSS010,KTSS003,KTSS006,KTSS011"
KT2025391,William Smith,04/08/2013,71 Kwun Tong Bypass,KTPS019,"55,44,80,38,94,52,59","47,20,27,21,22,98,30",APP2025391,"KTSS013,KTSS004,KTSS012,KTSS006,KTSS016,KTSS010,KTSS002,KTSS020,KTSS017,KTSS009,KTSS008,KTSS003,KTSS011,KTSS019,KTSS014,KTSS015,KTSS018,KTSS007,KTSS005,KTSS001"
KT2025392,Sophia Davis,10/11/2013,74 Kowloon Bay,KTPS018,"2,73,15,80,6,100,41","87,17,75,6,57,7,14",APP2025392,"KTSS019,KTSS001,KTSS005,KTSS007,KTSS015,KTSS020,KTSS014,KTSS010,KTSS017,KTSS008,KTSS002,KTSS011,KTSS012,KTSS013,KTSS003,KTSS004,KTSS018,KTSS016,KTSS009,KTSS006"
KT2025393,Ethan Anderson,09/30/2013,54 Kwun Tong Bypass,KTPS007,"93,61,83,9,29,7,35","72,30,100,81,78,17,45",APP2025393,"KTSS006,KTSS015,KTSS016,KTSS007,KTSS004,KTSS009,KTSS010,KTSS008,KTSS001,KTSS018,KTSS017,KTSS014,KTSS020,KTSS012,KTSS013,KTSS002,KTSS003,KTSS011,KTSS005,KTSS019"
KT2025394,Daniel Jackson,03/23/2013,77 Sau Mau Ping,KTPS003,"81,63,2,91,57,11,44","69,50,65,47,76,31,50",APP2025394,"KTSS018,KTSS007,KTSS017,KTSS013,KTSS010,KTSS019,KTSS014,KTSS012,KTSS011,KTSS006,KTSS001,KTSS020,KTSS005,KTSS016,KTSS004,KTSS008,KTSS015,KTSS009,KTSS002,KTSS003"
KT2025395,James Lopez,11/06/2013,88 Kwun Tong Bypass,KTPS012,"8,28,3,81,57,63,90","40,12,70,70,60,79,0",APP2025395,"KTSS011,KTSS015,KTSS005,KTSS001,KTSS010,KTSS017,KTSS008,KTSS009,KTSS003,KTSS002,KTSS019,KTSS012,KTSS018,KTSS013,KTSS016,KTSS006,KTSS007,KTSS014,KTSS004,KTSS020"
KT2025396,David Taylor,01/25/2013,4 Lei Yue Mun,KTPS016,"66,12,35,95,64,28,12","8,51,71,18,47,26,49",APP2025396,"KTSS014,KTSS013,KTSS002,KTSS009,KTSS003,KTSS001,KTSS008,KTSS018,KTSS019,KTSS020,KTSS005,KTSS006,KTSS010,KTSS012,KTSS016,KTSS015,KTSS007,KTSS017,KTSS004,KTSS011"
KT2025397,William Thomas,05/10/2013,56 Hoi Yuen Road,KTPS016,"59,60,81,39,20,34,81","1,60,38,18,34,10,75",APP2025397,"KTSS013,KTSS003,KTSS011,KTSS012,KTSS001,KTSS006,KTSS019,KTSS017,KTSS009,KTSS002,KTSS016,KTSS007,KTSS005,KTSS018,KTSS014,KTSS004,KTSS020,KTSS008,KTSS010,KTSS015"
KT2025398,Matthew Williams,12/19/2013,46 Ngau Tau Kok Rd,KTPS010,"46,61,41,68,36,70,14","11,97,14,69,46,42,44",APP2025398,"KTSS019,KTSS014,KTSS001,KTSS016,KTSS006,KTSS011,KTSS017,KTSS003,KTSS008,KTSS020,KTSS007,KTSS018,KTSS012,KTSS004,KTSS010,KTSS009,KTSS005,KTSS013,KTSS015,KTSS002"
KT2025399,Charlotte Moore,12/16/2013,16 Kowloon Bay,KTPS008,"62,91,7,93,30,69,53","44,77,34,73,65,49,59",APP2025399,"KTSS008,KTSS002,KTSS001,KTSS017,KTSS011,KTSS005,KTSS016,KTSS012,KTSS020,KTSS009,KTSS010,KTSS003,KTSS014,KTSS013,KTSS015,KTSS019,KTSS004,KTSS007,KTSS018,KTSS006"
KT2025400,Michael Davis,08/29/2013,26 Kowloon Bay,KTPS013,"47,8,80,89,45,53,7","27,28,25,84,62,39,93",APP2025400,"KTSS018,KTSS006,KTSS007,KTSS013,KTSS003,KTSS008,KTSS015,KTSS009,KTSS010,KTSS011,KTSS005,KTSS001,KTSS004,KTSS019,KTSS016,KTSS017,KTSS020,KTSS012,KTSS014,KTSS002"
KT2025401,Olivia Rodriguez,09/26/2013,38 Tsui Ping Rd,KTPS013,"42,88,45,72,37,71,32","15,34,38,83,31,91,47",APP2025401,"KTSS001,KTSS013,KTSS020,KTSS018,KTSS016,KTSS011,KTSS010,KTSS012,KTSS006,KTSS004,KTSS009,KTSS007,KTSS015,KTSS017,KTSS019,KTSS005,KTSS008,KTSS003,KTSS014,KTSS002"
KT2025402,Alexander Hernandez,04/04/2013,96 Lei Yue Mun,KTPS020,"93,2,41,72,72,84,91","28,71,28,89,7,72,26",APP2025402,"KTSS010,KTSS007,KTSS001,KTSS016,KTSS012,KTSS011,KTSS006,KTSS008,KTSS003,KTSS004,KTSS009,KTSS002,KTSS005,KTSS020,KTSS014,KTSS013,KTSS018,KTSS019,KTSS017,KTSS015"
KT2025403,Harper Martinez,11/23/2013,17 Kwun Tong Bypass,KTPS008,"42,74,22,53,32,1,81","53,2,24,49,35,42,21",APP2025403,"KTSS019,KTSS005,KTSS002,KTSS015,KTSS018,KTSS006,KTSS004,KTSS014,KTSS010,KTSS003,KTSS011,KTSS001,KTSS007,KTSS020,KTSS016,KTSS008,KTSS017,KTSS012,KTSS009,KTSS013"
